"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20110108004959I","08-JAN-11","SANTA BARBARA","CA","SANTA BARBARA MUNI","INCIDENT","SUBSTANTIAL","LANDING: TOUCHDOWN","CESSNA","CE-172","CE-172-N","","","GENERAL OPERATING RULES","","4637G","0","0","LYCOMI","0-320 SERIES","","1","STUDENT","","","",""
"20110120010539I","20-JAN-11","FRANKLIN","PA","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","EURCPT","EC-135","","","","GENERAL OPERATING RULES","","492AE","0","0","P&W CA","PW206B SERIES","","","","","","",""
"20110121004669I","21-JAN-11","","","CHICAGO O'HARE INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CANADAIR-BOMBARDIER","CHALLENGER","600","SKYWEST AIRLINES INC","","AIR CARRIER/COMMERCIAL","","791SK","0","0","GE","CF34-8C5B1","","","","","","",""
"20110128001019I","28-JAN-11","VAN NUYS","CA","VAN NUYS","INCIDENT","MINOR","TAKEOFF: DEPARTURE","DASSAULT AVIATION","FALCON 20-200","","","","GENERAL OPERATING RULES","","XCHID","0","0","","","","","UNKNOWN/FOREIGN","","","",""
"20110207009539I","07-FEB-11","BROWNSVILLE","TX","BROWNSVILLE/SOUTH PADRE ISLAND INTL","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA-31","","","","GENERAL OPERATING RULES","","XBEQD","0","0","","","","","UNKNOWN/FOREIGN","","","",""
"20110218006529I","18-FEB-11","OAKDALE","LA","ALLEN PARISH","INCIDENT","MINOR","LANDING: TOUCHDOWN","BEECH","BE-33","BE-33-F33A","","","GENERAL OPERATING RULES","","711SL","0","0","CONT M","IO 520 SERIES","","1","PRIVATE PILOT","","","",""
"20110220007942I","20-FEB-11","","TX","DALLAS/FORT WORTH INTL","INCIDENT","SUBSTANTIAL","OTHER-SPECIFY","MCDONNELL-DOUGLAS-BOEING","MD-80","82","AMERICAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","70504","0","0","P & W","JT8D SERIES","219","","","","","",""
"20110225009129I","25-FEB-11","HOUMA","LA","HOUMA-TERREBONNE","INCIDENT","MINOR","CLIMB","PIPER","PA-31","PA-31-350","","","GENERAL OPERATING RULES","","350AA","0","0","LYCOMI","TI0-540 SER","J2BD","","","","","",""
"20110226004399I","26-FEB-11","WEST PALM BEACH","FL","PALM BEACH INTL","INCIDENT","NONE","LANDING: TOUCHDOWN","PIAGIO","P-180","","AVANTAIR INC","","AIR TAXI/COMMUTER","","164SL","0","0","P&W CA","PT6A-66","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","","",""
"20110227005779I","27-FEB-11","SARASOTA","FL","SARASOTA/BRADENTON INTL","INCIDENT","NONE","GROUND-RAMP","DASSAULT AVIATION","FALCON 50","","","","GENERAL OPERATING RULES","","896DA","0","0","AIRESE","TFE731","","","COMMERCIAL PILOT","","","",""
"20110306003749I","06-MAR-11","CLEVELAND","OH","CLEVELAND-HOPKINS INTL","INCIDENT","SUBSTANTIAL","OTHER-SPECIFY","EMBRAER","ERJ-145","LR","EXPRESSJET AIRLINES INC","","AIR CARRIER/COMMERCIAL","","11547","0","0","ROLLS-","AE 3007A1P","","","","","","",""
"20110306005229I","06-MAR-11","WAMEGO","KS","WAMEGO MUNI","INCIDENT","NONE","OTHER-SPECIFY","CESSNA","CE-182","CE-182-M","","","PARACHUTE JUMPING","","71560","0","0","CONT M","O-470 SERIES","","1","","","","",""
"20110307004239I","07-MAR-11","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND-RAMP","BOEING","747","400","AIR CHINA CARGO CO LTD","","FOREIGN AIR CARRIER","","B2460","0","0","","","","","","","","",""
"20110310006819I","10-MAR-11","HONOLULU","HI","HONOLULU INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CESSNA","CE-182","CE-182-R","CIVIL AIR PATROL","","GENERAL OPERATING RULES","","9775E","0","0","CONT M","O-470 SERIES","","1","","","","",""
"20110311012859I","11-MAR-11","LAS VEGAS","NV","","INCIDENT","DESTROYED","UNKNOWN","VANS","RV-6","","","","GENERAL OPERATING RULES","","650RV","0","0","LYCOMI","O-360-A1A","","","","","","",""
"20110313003809I","13-MAR-11","ORLANDO","FL","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","HUGHES","HU-269","HU-269-C","AIR ORLANDO FLIGHT SCHOOL","","PILOT SCHOOLS","","958CP","0","0","LYCOMI","HIO-360 SER","","1","","","","",""
"20110313003939I","13-MAR-11","UVALDE","TX","GARNER FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CITATION 500 I","","","","GENERAL OPERATING RULES","","45TL","0","0","","","","2","","","","",""
"20110315003769I","15-MAR-11","FARGO","ND","HECTOR INTL","INCIDENT","NONE","GROUND-RAMP","EMBRAER","ERJ-145","LR","EXPRESSJET AIRLINES INC","","AIR CARRIER/COMMERCIAL","","19966","0","0","ALLISO","AE 3007A","","","","","","",""
"20110317005549I","17-MAR-11","RIALTO","CA","RIALTO MUNI /MIRO FLD/","INCIDENT","MINOR","LANDING: ROLLOUT","PIPER","PA-32","PA-32-R301T","","","GENERAL OPERATING RULES","","4383M","0","0","","","","","PRIVATE PILOT","","","",""
"20110318004449I","18-MAR-11","KESSEL","WV","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","EMBRAER","170","200","REPUBLIC AIRLINES INC","","AIR CARRIER/COMMERCIAL","","104HQ","0","1","GE","CF34-8E5","","","","","","",""
"20110318005379I","18-MAR-11","NORTH CANTON","OH","AKRON-CANTON RGNL","INCIDENT","MINOR","LANDING: ROLLOUT","EMBRAER","ERJ-145","XR","EXPRESSJET AIRLINES INC","","AIR CARRIER/COMMERCIAL","","11187","0","0","ROLLS-","AE3007 SER","","","AIRLINE TRANSPORT","","3829","154",""
"20110323005689I","23-MAR-11","NORTH LITTLE ROCK","AR","NORTH LITTLE ROCK MUNI","INCIDENT","SUBSTANTIAL","LANDING: TOUCHDOWN","BEECH","BE-36","BE-36-A36","","","GENERAL OPERATING RULES","","17764","0","0","CONT M","IO 520 SERIES","","1","","","","",""
"20110324003819I","24-MAR-11","CLEVELAND","OH","CLEVELAND-HOPKINS INTL","INCIDENT","NONE","TAXI","EMBRAER","ERJ-145","LR","EXPRESSJET AIRLINES INC","","AIR CARRIER/COMMERCIAL","","29917","0","0","ALLISO","AE 3007A","","","","","","",""
"20110325012639I","25-MAR-11","WILLIAMSTOWN","NJ","CROSS KEYS","INCIDENT","NONE","DESCENT","BEECH","BE-90","BE-90-C90","FREEFALL ADVENTURES INC","","PARACHUTE JUMPING","","660GW","1","0","","","","2","","","","",""
"20110325022939I","25-MAR-11","STOCKTON","CA","WALLOM FIELD","INCIDENT","MINOR","TAKEOFF: DEPARTURE","BEECH","BE-300","","","","GENERAL OPERATING RULES","","888AS","0","0","P&W","PT6A SER","","","COMMERCIAL PILOT","","","",""
"20110326005119I","26-MAR-11","SAN ANGELO","TX","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","RANS","S-12","S-12-XL","","","GENERAL OPERATING RULES","","324J","0","0","HIRTH","2706","N/A","","PRIVATE PILOT","","45","5",""
"20110328004469I","28-MAR-11","SAN JUAN","PR","FERNANDO LUIS RIBAS DOMINICCI","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","ISRAEL AIRCRAFT INDUSTRIES","ASTRA","1125","","","GENERAL OPERATING RULES","","43MH","0","0","GARRET","TFE 731 SER","","","","","","",""
"20110331005529I","31-MAR-11","PERRIS","CA","","INCIDENT","NONE","UNKNOWN","","","","","","","","NONE","2","0","","","","","","","","",""
"20110401006049I","01-APR-11","DAYTON","OH","JAMES M COX DAYTON INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","BOEING","737","800","AMERICAN AIRLINES INC","","AIR CARRIER/COMMERCIAL","","913AN","0","4","CFM IN","CFM56 SERIES","","","AIRLINE TRANSPORT","","","",""
"20110402004579I","02-APR-11","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","PIPER","PA-28","PA-28-181","","","GENERAL OPERATING RULES","","284HP","0","0","LYCOMI","O&VO-360 SER","","","","","","",""
"20110402005129I","02-APR-11","WISNER","LA","TURKEY CREEK LAKE","INCIDENT","MINOR","TAKEOFF: ROTATION","GRUMAN","G-164","G-164-A","HUTTOS FLYING SERVICE LLC","","AGRICULTURAL","","8374","0","0","P&W","R1340","AN-1","","","","","",""
"20110402005289I","02-APR-11","DEER VALLEY","AZ","PHOENIX DEER VALLEY","INCIDENT","MINOR","LANDING: TOUCHDOWN","PIPER","PA-28","PA-28-181","FLIGHT QUEST AVIATION INC","","PILOT SCHOOLS","","428PA","0","0","LYCOMI","O&VO-360 SER","0-360-","","STUDENT","","38","",""
"20110402005929I","02-APR-11","DENVER","CO","DENVER INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","EMBRAER","170","100S","REPUBLIC AIRLINES INC","","AIR CARRIER/COMMERCIAL","","870RW","0","0","GENERA","CF34-8E5","","","AIRLINE TRANSPORT","","","",""
"20110402006949I","02-APR-11","PARKDALE","OR","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","SCWZER","SGS-2","SGS-2-32","","","GENERAL OPERATING RULES","","1822T","0","0","NONE","NONE","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","1000","150",""
"20110405007209I","05-APR-11","MIAMI","FL","MIAMI INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CESSNA","CE-414","CE-414-A","","","GENERAL OPERATING RULES","","36961","0","0","CONT M","TSIO-520 SER","","2","","","","",""
"20110407007269I","07-APR-11","GWINN","MI","SAWYER INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","AERONCA","AR-7","AR-7-GC","","","GENERAL OPERATING RULES","","84406","0","0","LYCOMI","O-290-D2B","","1","","","","",""
"20110407010079I","07-APR-11","GAINESVILLE","GA","LEE GILMER MEMORIAL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","BEECH","BE-76","","","","GENERAL OPERATING RULES","","6635K","0","0","LYCOMI","O&VO-360 SER","","2","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","100","30",""
"20110408005339I","08-APR-11","SEATTLE","WA","BOEING FIELD/KING COUNTY INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","GULSTM","GA-690","GA-690-A","AERO AIR","","AIR TAXI/COMMUTER","","162AL","0","0","AIRESE","TPE331 SERIES","","2","","","","",""
"20110408009569I","08-APR-11","FRISCO","TX","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","BOEING","737","700","SOUTHWEST AIRLINES CO","","AIR CARRIER/COMMERCIAL","","934WN","0","0","CFM IN","CFM56-7B24/3","","","","","","",""
"20110409005899I","09-APR-11","FORT LAUDERDALE","FL","FORT LAUDERDALE EXECUTIVE","INCIDENT","MINOR","LANDING: APPROACH","ROCKWELL","SABRELINER","60","COMMERCIAL AVIATION ENTERPRISES INC","","AIR TAXI/COMMUTER","","71CC","0","0","P & W","JT12","A-8","","","","","",""
"20110409010549I","09-APR-11","CHICAGO","IL","CHICAGO MIDWAY INTL","INCIDENT","MINOR","LANDING: ROLLOUT","BOEING","737","700","SOUTHWEST AIRLINES CO","","AIR CARRIER/COMMERCIAL","","550WN","0","0","CFM IN","CFM56-7B22","","","","","","",""
"20110410006989I","10-APR-11","WILLISTON","ND","SLOULIN FLD INTL","INCIDENT","MINOR","TAKEOFF: ROTATION","CESSNA","CE-210","CE-210-T210K","","","GENERAL OPERATING RULES","","9496M","0","0","","","","1","","","","",""
"20110410007271I","10-APR-11","OPA LOCKA","FL","OPA-LOCKA EXECUTIVE","INCIDENT","MINOR","GROUND-RAMP","SOCATA","TBM-700","","","","GENERAL OPERATING RULES","","850WD","0","0","P&W","PT6A66D","","","","","","",""
"20110410007919I","10-APR-11","NORTH LAS VEGAS","NV","NORTH LAS VEGAS","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","CE-414","CE-414-A","","","GENERAL OPERATING RULES","","174RF","0","0","CONT M","TSIO 520SER","","2","","","","",""
"20110415008099I","15-APR-11","PERRIS","CA","PERRIS VALLEY","INCIDENT","NONE","UNKNOWN","","","","","","","","NONE","1","1","","","","","","","","",""
"20110417006889I","17-APR-11","PITTSBURGH","PA","PITTSBURGH INTL","INCIDENT","NONE","DESCENT","CANADAIR-BOMBARDIER","CHALLENGER","600","COMAIR INC","","AIR CARRIER/COMMERCIAL","","812CA","0","1","GE","CF34 SERIES","","","","","","",""
"20110417007349I","17-APR-11","KNOXVILLE","TN","KNOXVILLE DOWNTOWN ISLAND","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","CESSNA","CE-150","CE-150-M","","","GENERAL OPERATING RULES","","9188U","0","0","CONT M","0-200 SERIES","","1","PRIVATE PILOT","","100","2",""
"20110418006239I","18-APR-11","","","DENVER INTL","INCIDENT","MINOR","TAXI","EMBRAER","170","100","SHUTTLE AMERICA CORPORATION","","AIR CARRIER/COMMERCIAL","","649RW","0","0","GE","CF34 SERIES","","","AIRLINE TRANSPORT","","","",""
"20110418006869I","18-APR-11","STOCKTON","CA","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CHAMP","CHAMP-2000","","K S AVIATION","","PILOT SCHOOLS","","285AM","0","0","LYCOMI","0-235 SERIES","O-235","","","","","",""
"20110418020509I","18-APR-11","WELLINGTON","KS","WELLINGTON MUNI","INCIDENT","MINOR","TAKEOFF: ROTATION","CESSNA","CE-172","CE-172-R","","","GENERAL OPERATING RULES","","784WW","0","0","LYCOMI","I0360 SER","","1","PRIVATE PILOT","","","",""
"20110420005989I","20-APR-11","KENT","WA","AUBURN MUNI","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","PIPER","PA-28","PA-28-180","VALLEY FLIERS FLYING CLUB","","GENERAL OPERATING RULES","","5163S","0","0","LYCOMI","O&VO-360 SER","N/A","","","","","",""
"20110420006779I","20-APR-11","PITTSBURGH","PA","PITTSBURGH INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","MCDONNELL-DOUGLAS-BOEING","MD-80","88","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","932DL","0","0","P & W","JT8D SERIES","","","","","","",""
"20110420008509I","20-APR-11","WHITE CITY","OR","","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","","","","","","GENERAL OPERATING RULES","","239DK","0","0","AMA/EX","UNKNOWN ENG","","","AIRLINE TRANSPORT","","","",""
"20110421008489I","21-APR-11","EVERGLADES","FL","EVERGLADES AIRPARK","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","CE-182","CE-182-S","","","GENERAL OPERATING RULES","","984PD","0","0","LYCOMI","IO-540 SER","","1","PRIVATE PILOT","","","",""
"20110422006339I","22-APR-11","FARGO","ND","HECTOR INTL","INCIDENT","NONE","LANDING: APPROACH","CANADAIR-BOMBARDIER","CHALLENGER","600","PINNACLE AIRLINES INC","","AIR CARRIER/COMMERCIAL","","8797A","0","0","GE","CF34-3B1","","","","","","",""
"20110422010569I","22-APR-11","HONOLULU","HI","HONOLULU INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","DOUG","DC-3","DC-3-R4D8","KAMAKA AIR INC","","GENERAL OPERATING RULES","","9796N","0","0","WRIGHT","R-1820-SER","R-1820","","","","","",""
"20110423006019I","23-APR-11","BOUNTIFUL","UT","","INCIDENT","MINOR","DESCENT","AGUSTA","AGUSTA-A109","AGUSTA-A109-K2","IHC HEALTH SERVICES INC","","AIR TAXI/COMMUTER","","109RX","0","0","TURBOM","ARRIEL 1SER","","2","","","","",""
"20110424006479I","24-APR-11","VAN NUYS","CA","VAN NUYS","INCIDENT","MINOR","OTHER-SPECIFY","SNIAS","AS-350","","","","GENERAL OPERATING RULES","","662PD","0","0","TURBOM","ARRIEL 1D1","","","","","","",""
"20110424007309I","24-APR-11","WEST PALM BEACH","FL","PALM BEACH INTL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","GULFSTREAM AEROSPACE","GULFSTREAM IV","","NETJETS AVIATION INC","","","","498QS","0","0","ROLLS-","TAY 611SER","","","","","","",""
"20110424007489I","24-APR-11","PERRY","FL","PERRY-FOLEY","INCIDENT","MINOR","LANDING: ROLLOUT","CESSNA","CE-421","CE-421-B","","","GENERAL OPERATING RULES","","421FA","0","0","CONT M","GTSIO-520-C","","2","","","","",""
"20110424010329I","24-APR-11","MADISON","IN","MADISON MUNI","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CESSNA","CE-172","CE-172-K","","","GENERAL OPERATING RULES","","46322","0","0","LYCOMI","0-320 SERIES","","1","","","","",""
"20110426013799I","26-APR-11","NORFOLK","VA","NORFOLK INTL","INCIDENT","MINOR","LANDING: ROLLOUT","CANADAIR-BOMBARDIER","CHALLENGER","600","AIR WISCONSIN AIRLINES CORPORATION","","AIR CARRIER/COMMERCIAL","","454AW","0","0","GE","CF34 SERIES","","","","","","",""
"20110428007609I","28-APR-11","IRAAN","TX","IRAAN MUNI","INCIDENT","MINOR","LANDING: TOUCHDOWN","CESSNA","CE-310","CE-310-Q","","","GENERAL OPERATING RULES","","7535Q","0","0","CONT M","I0-470 SERIES","","2","PRIVATE PILOT","","230","20",""
"20110430012199I","30-APR-11","SOUTHAMPTON","NJ","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","PIPER","PA-28","PA-28-140","","","GENERAL OPERATING RULES","","580FL","0","0","LYCOMI","0-320 SERIES","E2A","","","","","",""
"20110501008179I","01-MAY-11","TWIN FALLS","ID","JOSLIN FIELD - MAGIC VALLEY RGNL","INCIDENT","NONE","LANDING: TOUCHDOWN","CESSNA","CE-172","CE-172-M","","","GENERAL OPERATING RULES","","4464R","0","0","LYCOMI","0-320 SERIES","","1","PRIVATE PILOT","","","",""
"20110507008219I","07-MAY-11","PETERSBURG","VA","DINWIDDIE COUNTY","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M-20","M-20-F","","","GENERAL OPERATING RULES","","9294V","0","0","LYCOMI","I0360 SER","","1","COMMERCIAL PILOT","","","",""
"20110508008979I","08-MAY-11","OTTAWA","IL","SKYDIVE CHICAGO","INCIDENT","NONE","LANDING: TOUCHDOWN","","","","","","PARACHUTE JUMPING","","NONE","1","0","","","","","","","","",""
"20110510008359I","10-MAY-11","YAKIMA","WA","YAKIMA AIR TERMINAL/MCALLISTER FIELD","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","DE HAVILLAND-BOMBARDIER","DASH 8","","HORIZON AIR INDUSTRIES INC","","AIR CARRIER/COMMERCIAL","","416QX","0","0","P&W CA","PW150A","UNKNOW","","","","","",""
"20110510019099I","10-MAY-11","KNOX","PA","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","QUAD CITY","CHALLENGER II","","","","GENERAL OPERATING RULES","","4017C","0","0","ROTAX","582DCDI","","","","","","",""
"20110512009199I","12-MAY-11","HOUMA","LA","HOUMA-TERREBONNE","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","SKRSKY","S-92","S-92-A","PHI INC","","AIR TAXI/COMMUTER","","492PH","0","0","GE","CT7 SERIES","","","","","","",""
"20110512012229I","12-MAY-11","CHARLOTTE","NC","CHARLOTTE/DOUGLAS INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","BOEING","737","400","US AIRWAYS INC","","AIR CARRIER/COMMERCIAL","","406US","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20110515007959I","15-MAY-11","KELLER","TX","","INCIDENT","MINOR","CRUISE-LEVEL FLIGHT","CESSNA","CE-182","CE-182-D","","","GENERAL OPERATING RULES","","8704X","0","0","CONT M","O-470 SERIES","","1","","","","",""
"20110515018749I","15-MAY-11","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","CANADAIR-BOMBARDIER","CHALLENGER","600","ATLANTIC SOUTHEAST AIRLINES INC","","AIR CARRIER/COMMERCIAL","","826AS","0","1","GE","CF34 SERIES","","","","","","",""
"20110517008389I","17-MAY-11","NORTH BEND","OR","SOUTHWEST OREGON RGNL","INCIDENT","MINOR","LANDING: APPROACH","PIPER","PA-31","PA-31-350","AMERIFLIGHT LLC","","AIR TAXI/COMMUTER","","3527D","0","0","","","","","","","","",""
"20110520012239I","20-MAY-11","PLATTSBURGH","NY","PLATTSBURGH INTL","INCIDENT","MINOR","LANDING: TOUCHDOWN","MOONEY","M-20","M-20-J","","","GENERAL OPERATING RULES","","1143G","0","0","LYCOMI","AEIO-360 SER","","1","PRIVATE PILOT","","","",""
"20110521008929I","21-MAY-11","ANCHORAGE","AK","TED STEVENS ANCHORAGE INTL","INCIDENT","NONE","LANDING: APPROACH","RAYTHEON","1900","D","ERA AVIATION INC","","AIR CARRIER/COMMERCIAL","","973EA","0","0","P&W","PT6A SER","PT6A-6","2","","","","",""
"20110521010679I","21-MAY-11","BOULDER CITY","NV","BOULDER CITY MUNI","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","DE HAVILLAND-BOMBARDIER","DHC-6","DHC-6-300","GRAND CANYON AIRLINES INC","","AIR TAXI/COMMUTER","","142SA","0","0","P&W CA","PT6A-27","N/A","","","","","",""
"20110521010689I","21-MAY-11","PEACH SPRINGS","AZ","GRAND CANYON WEST","INCIDENT","MINOR","UNKNOWN","DE HAVILLAND-BOMBARDIER","DHC-6","DHC-6-300","GRAND CANYON AIRLINES INC","","AIR TAXI/COMMUTER","","178GC","0","0","P & W","PT6A-27","N/A","","","","","",""
"20110524008449I","24-MAY-11","DENVER","CO","DENVER INTL","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","BOEING","737","700","SOUTHWEST AIRLINES CO","","AIR CARRIER/COMMERCIAL","","282WN","0","0","CFM IN","CFM56-7B24","UNKNOW","","","","","",""
"20110524008689I","24-MAY-11","HICKORY","NC","HICKORY RGNL","INCIDENT","MINOR","TAXI","BEECH","BE-300","","","","GENERAL OPERATING RULES","","93GA","0","0","","","","","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20110524010279I","24-MAY-11","PORTLAND","OR","PORTLAND INTL","INCIDENT","MINOR","LANDING: APPROACH","PIPER","PA-31","PA-31-350","AMERIFLIGHT LLC","","AIR TAXI/COMMUTER","","35336","0","0","LYCOMI","TI0-540 SER","","","","","","",""
"20110525011209I","25-MAY-11","DETROIT","MI","DETROIT METROPOLITAN WAYNE COUNTY","INCIDENT","NONE","UNKNOWN","EMBRAER","ERJ-135","KL","AMERICAN EAGLE AIRLINES INC","","AIR CARRIER/COMMERCIAL","","810AE","0","0","ROLLS-","AE3007 SER","","","COMMERCIAL PILOT FLIGHT INSTRUCTOR","","","",""
"20110526008729I","26-MAY-11","BRIGHAM CITY","UT","BRIGHAM CITY","INCIDENT","MINOR","LANDING: APPROACH","BELL","BHT-206","BHT-206-B","UPPER LIMITS INC","","GENERAL OPERATING RULES","","3211N","0","2","ALLISO","250-C20 SER","","1","","","","",""
"20110526012319I","26-MAY-11","PITTSBURGH","PA","PITTSBURGH INTL","INCIDENT","NONE","TAKEOFF: CLIMB OUT","MCDONNELL-DOUGLAS-BOEING","MD-80","83","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","877GA","0","0","P & W","JT8D SERIES","JT8D-2","","","","","",""
"20110527010179I","27-MAY-11","WILLIAMSTOWN","NJ","CROSS KEYS","INCIDENT","NONE","UNKNOWN","DE HAVILLAND-BOMBARDIER","DHC-6 TWIN OTTER","","FREEFALL ADVENTURES INC","","PARACHUTE JUMPING","","166DH","1","1","P&W","PT6A SER","","","","","","",""
"20110528010849I","28-MAY-11","VACAVILLE","CA","","INCIDENT","NONE","LANDING: ROLLOUT","CESSNA","CE-210","","","","GENERAL OPERATING RULES","","9596T","0","0","CONT M","TCM I0-470E S","","1","PRIVATE PILOT","","","",""
"20110528012499I","28-MAY-11","FREEHOLD","NY","FREEHOLD","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","LET","LEARJET 23","A","","","GENERAL OPERATING RULES","","815S","0","0","NONE","NONE","","","PRIVATE PILOT","","","",""
"20110528019299I","28-MAY-11","BUTLER","PA","BUTLER COUNTY/K W SCHOLTER FIELD","INCIDENT","MINOR","LANDING: TOUCHDOWN","KITFOX","KITFOX","SERIES5","","","GENERAL OPERATING RULES","","735HL","0","0","BOMBAR","ROTAX (ALL)","912","","COMMERCIAL PILOT","","","",""
"20110529009299I","29-MAY-11","COLUMBUS","IN","COLUMBUS MUNI","INCIDENT","NONE","CLIMB","BEECH","BE-36","BE-36-A36","","","GENERAL OPERATING RULES","","67CD","0","0","CONT M","IO-550 SERIES","","1","","","","",""
"20110529022879I","29-MAY-11","SANTA ROSA","CA","","INCIDENT","NONE","CRUISE-LEVEL FLIGHT","EXTRA","EXTRA-EA","EXTRA-EA-300","","","GENERAL OPERATING RULES","","694ED","0","0","LYCOMI","AEIO-540","L1B5","","","","","",""
"20110530010719I","30-MAY-11","LAS VEGAS","NV","MC CARRAN INTL","INCIDENT","MINOR","TAKEOFF: DEPARTURE","BOEING","737","300","SOUTHWEST AIRLINES CO","","AIR CARRIER/COMMERCIAL","","684WN","0","0","CFM IN","CFM56 SERIES","","","","","","",""
"20110530019309I","30-MAY-11","SUGAR GROVE","PA","BROKENSTRAW","INCIDENT","NONE","LANDING: TOUCHDOWN","AERSTR","AERSTR-RXS","AERSTR-RXS-8","","","GENERAL OPERATING RULES","","5019V","0","0","NONE","NONE","N/A","","COMMERCIAL PILOT","","","",""
"20110531011179I","31-MAY-11","MCMINVILLE","OR","MC MINNVILLE MUNI","INCIDENT","MINOR","TAKEOFF: ROTATION","VANS","RV-12","","","","GENERAL OPERATING RULES","","331RV","0","0","ROTAX","912ULS","","","PRIVATE PILOT","","","",""
"20110602009339I","02-JUN-11","NASHVILLE","TN","NASHVILLE INTL","INCIDENT","MINOR","TAKEOFF: CLIMB OUT","BOEING","737","300","SOUTHWEST AIRLINES CO","","AIR CARRIER/COMMERCIAL","","640SW","0","0","CFM IN","CFM56-3B","","","","","","",""
"20110603009499I","03-JUN-11","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","NONE","LANDING: ROLLOUT","EMBRAER","ERJ-145","","AMERICAN EAGLE AIRLINES INC","","AIR CARRIER/COMMERCIAL","","607AE","0","0","ALLISO","AE3007C SER","","","","","","",""
